match_id,role,raw_name,canonical_athlete_id
7956,winner,Bruno Frazatto,athlete_bruno-frazatto-m
7956,loser,Mark Ramos,athlete_mark-ramos-m
7949,winner,Davi Ramos,athlete_davi-ramos-m
7949,loser,Gabriel Rollo,athlete_gabriel-rollo-m
1706,winner,Demian Maia,athlete_demian-maia-m
1706,loser,Flavio Almeida,athlete_flavio-almeida-m
762,winner,Eddie Bravo,athlete_eddie-bravo-m
762,loser,Gustavo Dantas,athlete_gustavo-dantas-m
3251,winner,Dean Lister,athlete_dean-lister-m
3251,loser,Augusto Ferrari,athlete_augusto-ferrari-m
3275,winner,Dean Lister,athlete_dean-lister-m
3275,loser,Radoslaw Turek,athlete_radoslaw-turek-m
3322,winner,Gabrielle Garcia,athlete_gabrielle-garcia-f
3322,loser,Penny Thomas,athlete_penny-thomas-f
13940,winner,Gabrielle Garcia,athlete_gabrielle-garcia-f
13940,loser,Amanda Alequin / Santana,athlete_amanda-alequin-santana-f
7979,winner,Mackenzie Dern,athlete_mackenzie-dern-f
7979,loser,Michelle Nicolini,athlete_michelle-nicolini-f
422,winner,Marcio Feitosa,athlete_marcio-feitosa-m
422,loser,Carlos Machado,athlete_carlos-machado-m
21827,winner,Tim Spriggs,athlete_tim-spriggs-m
21827,loser,Fellipe Andrew,athlete_fellipe-andrew-m
13952,winner,Bianca Basilio,athlete_bianca-basilio-f
13952,loser,E. Karppinen,athlete_e-karppinen-f
3246,winner,Antonio Braga Neto,athlete_antonio-braga-neto-m
3246,loser,Igor Praporschchikov,athlete_igor-praporschchikov-m
1709,winner,Braulio Estima,athlete_braulio-estima-m
1709,loser,Tomas Szczerek,athlete_tomas-szczerek-m
1713,winner,Braulio Estima,athlete_braulio-estima-m
1713,loser,A. Cacareco,athlete_a-cacareco-m
2259,winner,Braulio Estima,athlete_braulio-estima-m
2259,loser,Yuji Arai,athlete_yuji-arai-m
2299,winner,Braulio Estima,athlete_braulio-estima-m
2299,loser,Janne-Pekka,athlete_jannepekka-m
3232,winner,Claudio Calasans,athlete_claudio-calasans-m
3232,loser,Daniel Strauss,athlete_daniel-strauss-m
7931,winner,Claudio Calasans,athlete_claudio-calasans-m
7931,loser,M. Perez,athlete_m-perez-m
21875,winner,Bianca Basilio,athlete_bianca-basilio-f
21875,loser,Elvira Karpinnen,athlete_elvira-karpinnen-f
35073,winner,Bianca Basilio,athlete_bianca-basilio-f
35073,loser,Julia Maele,athlete_julia-maele-f
13930,winner,Craig Jones,athlete_craig-jones-m
13930,loser,Chael Sonnen,athlete_chael-sonnen-m
21837,winner,Craig Jones,athlete_craig-jones-m
21837,loser,Ben Dyson,athlete_ben-dyson-m
35074,winner,Brianna Ste-Marie,athlete_brianna-stemarie-f
35074,loser,Elvira Karppinen,athlete_elvira-karppinen-f
35014,winner,Dante Leon,athlete_dante-leon-m
35014,loser,Magid Hage,athlete_magid-hage-m
35020,winner,Dante Leon,athlete_dante-leon-m
35020,loser,M. Szczecinski,athlete_m-szczecinski-m
7942,winner,Davi Ramos,athlete_davi-ramos-m
7942,loser,Young-Ahm,athlete_youngahm-m
785,winner,David Terrell,athlete_david-terrell-m
785,loser,Akira Shoji,athlete_akira-shoji-m
1187,winner,Demian Maia,athlete_demian-maia-m
1187,loser,Marko Helen,athlete_marko-helen-m
1190,winner,Demian Maia,athlete_demian-maia-m
1190,loser,David Avellan,athlete_david-avellan-m
1695,winner,Demian Maia,athlete_demian-maia-m
1695,loser,Yushin Okami,athlete_yushin-okami-m
537,winner,Dean Lister,athlete_dean-lister-m
537,loser,M. Yano,athlete_m-yano-m
800,winner,Dean Lister,athlete_dean-lister-m
800,loser,Ilir Lafiti,athlete_ilir-lafiti-m
820,winner,Dean Lister,athlete_dean-lister-m
820,loser,Nate Marquardt,athlete_nate-marquardt-m
827,winner,Dean Lister,athlete_dean-lister-m
827,loser,A. Cacareco,athlete_a-cacareco-m
2274,winner,Dean Lister,athlete_dean-lister-m
2274,loser,Andreas Olsen,athlete_andreas-olsen-m
5022,winner,Dean Lister,athlete_dean-lister-m
5022,loser,Jia Jang,athlete_jia-jang-m
5032,winner,Dean Lister,athlete_dean-lister-m
5032,loser,Ezra Lenon,athlete_ezra-lenon-m
5054,winner,Dean Lister,athlete_dean-lister-m
5054,loser,Hideki Sekine,athlete_hideki-sekine-m
7894,winner,Dean Lister,athlete_dean-lister-m
7894,loser,Lee Hyoung,athlete_lee-hyoung-m
7985,winner,Dean Lister,athlete_dean-lister-m
7985,loser,Ricardo Mesquita,athlete_ricardo-mesquita-m
3323,winner,Gabrielle Garcia,athlete_gabrielle-garcia-f
3323,loser,Hannette Staack,athlete_hannette-staack-f
4973,winner,Gabrielle Garcia,athlete_gabrielle-garcia-f
4973,loser,Yurika Nakakura,athlete_yurika-nakakura-f
4974,winner,Gabrielle Garcia,athlete_gabrielle-garcia-f
4974,loser,Tammy Griego,athlete_tammy-griego-f
4975,winner,Gabrielle Garcia,athlete_gabrielle-garcia-f
4975,loser,Fernanda Mazelli,athlete_fernanda-mazelli-f
7980,winner,Gabrielle Garcia,athlete_gabrielle-garcia-f
7980,loser,Alison Tremblay,athlete_alison-tremblay-f
7983,winner,Gabrielle Garcia,athlete_gabrielle-garcia-f
7983,loser,Amanda Santana,athlete_amanda-santana-f
13947,winner,Gabrielle Garcia,athlete_gabrielle-garcia-f
13947,loser,Talita Treta,athlete_talita-treta-f
21879,winner,Gabrielle Garcia,athlete_gabrielle-garcia-f
21879,loser,Stefanie Egger,athlete_stefanie-egger-f
21880,winner,Gabrielle Garcia,athlete_gabrielle-garcia-f
21880,loser,Ana Carolina,athlete_ana-carolina-f
21881,winner,Gabrielle Garcia,athlete_gabrielle-garcia-f
21881,loser,Carina Santi,athlete_carina-santi-f
4993,winner,Gary Tonon,athlete_gary-tonon-m
4993,loser,Satori Kitaoka,athlete_satori-kitaoka-m
35038,winner,Giancarlo Bodoni,athlete_giancarlo-bodoni-m
35038,loser,Eoghan OFlanagan,athlete_eoghan-oflanagan-m
21825,winner,Gordon Ryan,athlete_gordon-ryan-m
21825,loser,Ben Hodgkinson,athlete_ben-hodgkinson-m
35058,winner,Gordon Ryan,athlete_gordon-ryan-m
35058,loser,Heikki Jussila,athlete_heikki-jussila-m
3221,winner,Justin Rader,athlete_justin-rader-m
3221,loser,Timo-Juhani,athlete_timojuhani-m
5053,winner,Keenan Cornelius,athlete_keenan-cornelius-m
5053,loser,Erza Lennon,athlete_erza-lennon-m
7930,winner,Keenan Cornelius,athlete_keenan-cornelius-m
7930,loser,J. Urholin,athlete_j-urholin-m
7937,winner,Keenan Cornelius,athlete_keenan-cornelius-m
7937,loser,Rustam Chsiev,athlete_rustam-chsiev-m
13876,winner,Keenan Cornelius,athlete_keenan-cornelius-m
13876,loser,Piotr Frechowicz,athlete_piotr-frechowicz-m
2245,winner,Kron Gracie,athlete_kron-gracie-m
2245,loser,Erico Cocco,athlete_erico-cocco-m
3231,winner,Kron Gracie,athlete_kron-gracie-m
3231,loser,Jason Manly,athlete_jason-manly-m
4992,winner,Kron Gracie,athlete_kron-gracie-m
4992,loser,Andy Wang,athlete_andy-wang-m
4994,winner,Lucas Lepri,athlete_lucas-lepri-m
4994,loser,Tero Pyylampi,athlete_tero-pyylampi-m
7944,winner,Lucas Lepri,athlete_lucas-lepri-m
7944,loser,Gamrot Mateusz,athlete_gamrot-mateusz-m
13892,winner,Lucas Lepri,athlete_lucas-lepri-m
13892,loser,Osman Kasimov,athlete_osman-kasimov-m
7972,winner,Mackenzie Dern,athlete_mackenzie-dern-f
7972,loser,Kethe Engen,athlete_kethe-engen-f
7977,winner,Mackenzie Dern,athlete_mackenzie-dern-f
7977,loser,Bia Mesquita,athlete_bia-mesquita-f
35026,winner,Matheus Diniz,athlete_matheus-diniz-m
35026,loser,Rodrigo Dib,athlete_rodrigo-dib-m
5012,winner,Lucas Leite,athlete_lucas-leite-m
5012,loser,Josh Hayden,athlete_josh-hayden-m
416,winner,Marcio Feitosa,athlete_marcio-feitosa-m
416,loser,Caol Uno,athlete_caol-uno-m
508,winner,Marcio Feitosa,athlete_marcio-feitosa-m
508,loser,Peter Angerer,athlete_peter-angerer-m
515,winner,Marcio Feitosa,athlete_marcio-feitosa-m
515,loser,F. Vasconcelos,athlete_f-vasconcelos-m
1161,winner,Marcio Feitosa,athlete_marcio-feitosa-m
1161,loser,Urija Faber,athlete_urija-faber-m
5041,winner,Marcus Almeida,athlete_marcus-almeida-m
5041,loser,Jimmy Freidrich,athlete_jimmy-freidrich-m
5047,winner,Marcus Almeida,athlete_marcus-almeida-m
5047,loser,Hideki Sekine,athlete_hideki-sekine-m
13848,winner,Marcus Almeida,athlete_marcus-almeida-m
13848,loser,A. Zhanpeisov,athlete_a-zhanpeisov-m
13927,winner,Marcus Almeida,athlete_marcus-almeida-m
13927,loser,M. Perez,athlete_m-perez-m
4976,winner,Rafael Mendes,athlete_rafael-mendes-m
4976,loser,Y. Takahito,athlete_y-takahito-m
4985,winner,Rafael Mendes,athlete_rafael-mendes-m
4985,loser,Tetsu Suzuki,athlete_tetsu-suzuki-m
2228,winner,Ryan Hall,athlete_ryan-hall-m
2228,loser,Jeff Curran,athlete_jeff-curran-m
3223,winner,Ryan Hall,athlete_ryan-hall-m
3223,loser,Tetsu Hadario,athlete_tetsu-hadario-m
13849,winner,Tim Spriggs,athlete_tim-spriggs-m
13849,loser,J. Pietkainen,athlete_j-pietkainen-m
7927,winner,Yuri Simoes,athlete_yuri-simoes-m
7927,loser,Ricardo Mesquita,athlete_ricardo-mesquita-m
7934,winner,Yuri Simoes,athlete_yuri-simoes-m
7934,loser,Zbigniew Tyszka,athlete_zbigniew-tyszka-m
7988,winner,Yuri Simoes,athlete_yuri-simoes-m
7988,loser,Hideki Shrek,athlete_hideki-shrek-m
13870,winner,Yuri Simoes,athlete_yuri-simoes-m
13870,loser,M. Perez,athlete_m-perez-m
21813,winner,Yuri Simoes,athlete_yuri-simoes-m
21813,loser,Elliot Marshal,athlete_elliot-marshal-m
35048,winner,Yuri Simoes,athlete_yuri-simoes-m
35048,loser,Luke Griffith,athlete_luke-griffith-m
13911,winner,Geovanny Martinez,athlete_geovanny-martinez-m
13911,loser,Kamil Wilk,athlete_kamil-wilk-m
13851,winner,Victor Honorio,athlete_victor-honorio-m
13851,loser,Jesseray Childrey,athlete_jesseray-childrey-m
13926,winner,Victor Honorio,athlete_victor-honorio-m
13926,loser,A. Zhanpeisov,athlete_a-zhanpeisov-m
5038,winner,Jared Dopp,athlete_jared-dopp-m
5038,loser,Amir Allam,athlete_amir-allam-m
13847,winner,Jared Dopp,athlete_jared-dopp-m
13847,loser,Abdulaev Ruslan,athlete_abdulaev-ruslan-m
13863,winner,Mahamed Aly,athlete_mahamed-aly-m
13863,loser,Kamil Uminski,athlete_kamil-uminski-m
13929,winner,Mahamed Aly,athlete_mahamed-aly-m
13929,loser,Eliott Kelly,athlete_eliott-kelly-m
21902,winner,Mahamed Aly,athlete_mahamed-aly-m
21902,loser,Jon Hansen,athlete_jon-hansen-m
178,winner,Ricco Rodriguez,athlete_ricco-rodriguez-m
178,loser,Yousef Elzien,athlete_yousef-elzien-m
182,winner,Ricco Rodriguez,athlete_ricco-rodriguez-m
182,loser,Ricardo Moraes,athlete_ricardo-moraes-m
183,winner,Ricco Rodriguez,athlete_ricco-rodriguez-m
183,loser,Firas Nakdali,athlete_firas-nakdali-m
185,winner,Ricco Rodriguez,athlete_ricco-rodriguez-m
185,loser,Sean Alvarez,athlete_sean-alvarez-m
345,winner,Ricco Rodriguez,athlete_ricco-rodriguez-m
345,loser,Rocky Batastini,athlete_rocky-batastini-m
362,winner,Ricco Rodriguez,athlete_ricco-rodriguez-m
362,loser,Kim Mason,athlete_kim-mason-m
451,winner,Ricco Rodriguez,athlete_ricco-rodriguez-m
451,loser,Carlos Barreto,athlete_carlos-barreto-m
457,winner,Ricco Rodriguez,athlete_ricco-rodriguez-m
457,loser,Ricardo Moraes,athlete_ricardo-moraes-m
547,winner,Ricco Rodriguez,athlete_ricco-rodriguez-m
547,loser,Y. Yatso,athlete_y-yatso-m
559,winner,Ricco Rodriguez,athlete_ricco-rodriguez-m
559,loser,A. Cacareco,athlete_a-cacareco-m
1209,winner,Ricco Rodriguez,athlete_ricco-rodriguez-m
1209,loser,Halm Gocalli,athlete_halm-gocalli-m
13928,winner,Dillon Danis,athlete_dillon-danis-m
13928,loser,Y. Ozawa,athlete_y-ozawa-m
4984,winner,Justin Rader,athlete_justin-rader-m
4984,loser,Nicolas Renier,athlete_nicolas-renier-m
309,winner,Alexandre de Freitas,athlete_alexandre-de-freitas-m
309,loser,Vinicius Magalhaes,athlete_vinicius-magalhaes-m
2276,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
2276,loser,Radoslaw Turek,athlete_radoslaw-turek-m
2282,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
2282,loser,Gerardi Rinaldi,athlete_gerardi-rinaldi-m
3293,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
3293,loser,Antonio Peinado,athlete_antonio-peinado-m
2305,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
2305,loser,Gunnar Nelson,athlete_gunnar-nelson-m
3313,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
3313,loser,Gunnar Nelson,athlete_gunnar-nelson-m
7899,winner,Abraham Marte Messina,athlete_abraham-marte-messina-m
7899,loser,Juskowiak Mateusz,athlete_juskowiak-mateusz-m
140,winner,Alexandre de Freitas,athlete_alexandre-de-freitas-m
140,loser,Trevor Lally,athlete_trevor-lally-m
143,winner,Alexandre de Freitas,athlete_alexandre-de-freitas-m
143,loser,Marc,athlete_marc-m
145,winner,Alexandre de Freitas,athlete_alexandre-de-freitas-m
145,loser,Robin Gracie,athlete_robin-gracie-m
306,winner,Alexandre de Freitas,athlete_alexandre-de-freitas-m
306,loser,T. Hirono,athlete_t-hirono-m
409,winner,Alexandre de Freitas,athlete_alexandre-de-freitas-m
409,loser,Sasha Plavski,athlete_sasha-plavski-m
411,winner,Alexandre de Freitas,athlete_alexandre-de-freitas-m
411,loser,Joe Gilbert,athlete_joe-gilbert-m
496,winner,Alexandre de Freitas,athlete_alexandre-de-freitas-m
496,loser,Y. Kinishi,athlete_y-kinishi-m
761,winner,Alexandre de Freitas,athlete_alexandre-de-freitas-m
761,loser,K. Hirate,athlete_k-hirate-m
769,winner,Alexandre de Freitas,athlete_alexandre-de-freitas-m
769,loser,Joaquim Hansen,athlete_joaquim-hansen-m
799,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
799,loser,Erik Paulson,athlete_erik-paulson-m
1199,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
1199,loser,Michael Groth,athlete_michael-groth-m
1202,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
1202,loser,Jamal Peterson,athlete_jamal-peterson-m
1204,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
1204,loser,John Einimo,athlete_john-einimo-m
1224,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
1224,loser,Antoine Joude,athlete_antoine-joude-m
1228,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
1228,loser,Gabriel Napao,athlete_gabriel-napao-m
1707,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
1707,loser,Yukissyu Ozawa,athlete_yukissyu-ozawa-m
1712,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
1712,loser,Tim Carpenter,athlete_tim-carpenter-m
2271,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
2271,loser,Ilir Latifi,athlete_ilir-latifi-m
3272,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
3272,loser,Lucio Lagarto,athlete_lucio-lagarto-m
3309,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
3309,loser,Jeff Monson,athlete_jeff-monson-m
7911,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
7911,loser,Yukiyasu Ozawa,athlete_yukiyasu-ozawa-m
13924,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
13924,loser,T. Pyylampi,athlete_t-pyylampi-m
533,winner,Antonio Schembri,athlete_antonio-schembri-m
533,loser,Egan Inoue,athlete_egan-inoue-m
497,winner,Baret Yoshida,athlete_baret-yoshida-m
497,loser,Gustavo Dantas,athlete_gustavo-dantas-m
3271,winner,Andre Galvao,athlete_andre-galvao-m
3271,loser,Gunnar Nelson,athlete_gunnar-nelson-m
307,winner,Baret Yoshida,athlete_baret-yoshida-m
307,loser,Wellington Dias,athlete_wellington-dias-m
318,winner,Amaury Bitetti,athlete_amaury-bitetti-m
318,loser,Akira Shouji,athlete_akira-shouji-m
1683,winner,Andre Galvao,athlete_andre-galvao-m
1683,loser,Chris Bright,athlete_chris-bright-m
1689,winner,Andre Galvao,athlete_andre-galvao-m
1689,loser,Mark Bocek,athlete_mark-bocek-m
2258,winner,Andre Galvao,athlete_andre-galvao-m
2258,loser,Kassim Anan,athlete_kassim-anan-m
2264,winner,Andre Galvao,athlete_andre-galvao-m
2264,loser,Chris Weidman,athlete_chris-weidman-m
2268,winner,Andre Galvao,athlete_andre-galvao-m
2268,loser,David Avellan,athlete_david-avellan-m
2295,winner,Andre Galvao,athlete_andre-galvao-m
2295,loser,Tom Bass,athlete_tom-bass-m
3242,winner,Andre Galvao,athlete_andre-galvao-m
3242,loser,Don Ortega,athlete_don-ortega-m
3305,winner,Andre Galvao,athlete_andre-galvao-m
3305,loser,Shinzo Ansai,athlete_shinzo-ansai-m
520,winner,Antonio Schembri,athlete_antonio-schembri-m
520,loser,Akihiro Gono,athlete_akihiro-gono-m
526,winner,Antonio Schembri,athlete_antonio-schembri-m
526,loser,Alexander Savko,athlete_alexander-savko-m
7960,winner,Augusto Mendes,athlete_augusto-mendes-m
7960,loser,Nicholas Renier,athlete_nicholas-renier-m
501,winner,Baret Yoshida,athlete_baret-yoshida-m
501,loser,N. Uematsu,athlete_n-uematsu-m
768,winner,Baret Yoshida,athlete_baret-yoshida-m
768,loser,Mike Mrkulic,athlete_mike-mrkulic-m
1673,winner,Baret Yoshida,athlete_baret-yoshida-m
1673,loser,Eddie Sanchez,athlete_eddie-sanchez-m
1677,winner,Baret Yoshida,athlete_baret-yoshida-m
1677,loser,Yoshitomi Mishima,athlete_yoshitomi-mishima-m
1682,winner,Baret Yoshida,athlete_baret-yoshida-m
1682,loser,Tetsu Suzuko,athlete_tetsu-suzuko-m
3225,winner,Baret Yoshida,athlete_baret-yoshida-m
3225,loser,Nicolas Renier,athlete_nicolas-renier-m
21873,winner,Ffion Davies,athlete_ffion-davies-f
21873,loser,Rikako Yuasa,athlete_rikako-yuasa-f
21876,winner,Ffion Davies,athlete_ffion-davies-f
21876,loser,Beatriz Mesquita,athlete_beatriz-mesquita-f
1198,winner,Eduardo Telles,athlete_eduardo-telles-m
1198,loser,Antoine Joude,athlete_antoine-joude-m
13915,winner,Ethan Crelinsten,athlete_ethan-crelinsten-m
13915,loser,Nicollas Renier,athlete_nicollas-renier-m
810,winner,Fabricio Werdum,athlete_fabricio-werdum-m
810,loser,T. Kosaka,athlete_t-kosaka-m
812,winner,Fabricio Werdum,athlete_fabricio-werdum-m
812,loser,Jehad Hamdan,athlete_jehad-hamdan-m
814,winner,Fabricio Werdum,athlete_fabricio-werdum-m
814,loser,Mike Van,athlete_mike-van-m
821,winner,Fabricio Werdum,athlete_fabricio-werdum-m
821,loser,Matt Lindland,athlete_matt-lindland-m
1211,winner,Fabricio Werdum,athlete_fabricio-werdum-m
1211,loser,Denis Roberts,athlete_denis-roberts-m
1218,winner,Fabricio Werdum,athlete_fabricio-werdum-m
1218,loser,Daniel Simoes,athlete_daniel-simoes-m
1220,winner,Fabricio Werdum,athlete_fabricio-werdum-m
1220,loser,Reese Andy,athlete_reese-andy-m
1661,winner,Fabricio Werdum,athlete_fabricio-werdum-m
1661,loser,Mario Rinaldi,athlete_mario-rinaldi-m
1717,winner,Fabricio Werdum,athlete_fabricio-werdum-m
1717,loser,Elvis Sinosic,athlete_elvis-sinosic-m
1720,winner,Fabricio Werdum,athlete_fabricio-werdum-m
1720,loser,Darren Andy,athlete_darren-andy-m
2284,winner,Fabricio Werdum,athlete_fabricio-werdum-m
2284,loser,Rogent Lorent,athlete_rogent-lorent-m
2288,winner,Fabricio Werdum,athlete_fabricio-werdum-m
2288,loser,Tomasz Janiszewski,athlete_tomasz-janiszewski-m
3276,winner,Fabricio Werdum,athlete_fabricio-werdum-m
3276,loser,Jeff Monson,athlete_jeff-monson-m
7917,winner,Felipe Pena,athlete_felipe-pena-m
7917,loser,Jimmy Friedrich,athlete_jimmy-friedrich-m
13860,winner,Felipe Pena,athlete_felipe-pena-m
13860,loser,Y. Ozawa,athlete_y-ozawa-m
35065,winner,Felipe Pena,athlete_felipe-pena-m
35065,loser,Josh Saunders,athlete_josh-saunders-m
3263,winner,Jeff Glover,athlete_jeff-glover-m
3263,loser,Mark Ramos,athlete_mark-ramos-m
4978,winner,Joao Miyao,athlete_joao-miyao-m
4978,loser,Mark Ramos,athlete_mark-ramos-m
21831,winner,Jackson Sousa,athlete_jackson-sousa-m
21831,loser,Paulo Pinto,athlete_paulo-pinto-m
1172,winner,Jake Shields,athlete_jake-shields-m
1172,loser,Diego Sanchez,athlete_diego-sanchez-m
1177,winner,Jake Shields,athlete_jake-shields-m
1177,loser,Cameron Earle,athlete_cameron-earle-m
315,winner,Jean Jacques Machado,athlete_jean-jacques-machado-m
315,loser,Micah Pittman,athlete_micah-pittman-m
423,winner,Jean Jacques Machado,athlete_jean-jacques-machado-m
423,loser,Mikey Burnet,athlete_mikey-burnet-m
510,winner,Jean Jacques Machado,athlete_jean-jacques-machado-m
510,loser,Serguei Onishuk,athlete_serguei-onishuk-m
558,winner,Jean Jacques Machado,athlete_jean-jacques-machado-m
558,loser,Y. Kohsaka,athlete_y-kohsaka-m
1671,winner,Jeff Glover,athlete_jeff-glover-m
1671,loser,Jamie Ballard,athlete_jamie-ballard-m
2231,winner,Jeff Glover,athlete_jeff-glover-m
2231,loser,Timo-Juhani,athlete_timojuhani-m
7961,winner,Jeff Glover,athlete_jeff-glover-m
7961,loser,Daniel Hortegas,athlete_daniel-hortegas-m
3247,winner,Joao Assis,athlete_joao-assis-m
3247,loser,James Poupolo,athlete_james-poupolo-m
5026,winner,Joao Assis,athlete_joao-assis-m
5026,loser,Liu Wen,athlete_liu-wen-m
5030,winner,Joao Assis,athlete_joao-assis-m
5030,loser,Tomasz Narkun,athlete_tomasz-narkun-m
7909,winner,Joao Assis,athlete_joao-assis-m
7909,loser,Tomasz Narkun,athlete_tomasz-narkun-m
13865,winner,Joao Assis,athlete_joao-assis-m
13865,loser,Jeff Monson,athlete_jeff-monson-m
5039,winner,Joao Gabriel Rocha,athlete_joao-gabriel-rocha-m
5039,loser,Michael Wilson,athlete_michael-wilson-m
5055,winner,Joao Gabriel Rocha,athlete_joao-gabriel-rocha-m
5055,loser,David Avellan,athlete_david-avellan-m
7900,winner,Joao Gabriel Rocha,athlete_joao-gabriel-rocha-m
7900,loser,Jason Lees,athlete_jason-lees-m
4995,winner,Jonathan Torres,athlete_jonathan-torres-m
4995,loser,Eduardo Rios,athlete_eduardo-rios-m
5066,winner,Jose Mario Sperry,athlete_jose-mario-sperry-m
5066,loser,Fabio Gurgel,athlete_fabio-gurgel-m
431,winner,Jorge Patino,athlete_jorge-patino-m
431,loser,Karl Webber,athlete_karl-webber-m
435,winner,Jorge Patino,athlete_jorge-patino-m
435,loser,Egan Inoe,athlete_egan-inoe-m
1186,winner,Jorge Patino,athlete_jorge-patino-m
1186,loser,Take Hanai,athlete_take-hanai-m
21839,winner,Jon Blank,athlete_jon-blank-m
21839,loser,Rustam Chsiev,athlete_rustam-chsiev-m
166,winner,Jose Mario Sperry,athlete_jose-mario-sperry-m
166,loser,Muhammad Saleh,athlete_muhammad-saleh-m
168,winner,Jose Mario Sperry,athlete_jose-mario-sperry-m
168,loser,Larry Parker,athlete_larry-parker-m
169,winner,Jose Mario Sperry,athlete_jose-mario-sperry-m
169,loser,Renato Verissimo,athlete_renato-verissimo-m
186,winner,Jose Mario Sperry,athlete_jose-mario-sperry-m
186,loser,Oleg Taktarov,athlete_oleg-taktarov-m
187,winner,Jose Mario Sperry,athlete_jose-mario-sperry-m
187,loser,Simon Siasi,athlete_simon-siasi-m
372,winner,Jose Mario Sperry,athlete_jose-mario-sperry-m
372,loser,Enson Inoe,athlete_enson-inoe-m
35010,winner,Jonathan Torres,athlete_jonathan-torres-m
35010,loser,Keita Iwamoto,athlete_keita-iwamoto-m
35042,winner,Kaynan Duarte,athlete_kaynan-duarte-m
35042,loser,Owen Livesey,athlete_owen-livesey-m
35083,winner,Kendall Reusing,athlete_kendall-reusing-f
35083,loser,Giovanna Jara,athlete_giovanna-jara-f
5035,winner,Leonardo Nogueira,athlete_leonardo-nogueira-m
5035,loser,Cristiano Lazzarini,athlete_cristiano-lazzarini-m
21868,winner,Kennedy Maciel,athlete_kennedy-maciel-m
21868,loser,R. Alvarenga,athlete_r-alvarenga-m
5028,winner,Leonardo Nogueira,athlete_leonardo-nogueira-m
5028,loser,Alian Drueco,athlete_alian-drueco-m
5031,winner,Leonardo Nogueira,athlete_leonardo-nogueira-m
5031,loser,Mikael Knutsson,athlete_mikael-knutsson-m
1178,winner,Leonardo Santos,athlete_leonardo-santos-m
1178,loser,George St,athlete_george-st-m
2248,winner,Leonardo Santos,athlete_leonardo-santos-m
2248,loser,Yoshiyuki Yoshida,athlete_yoshiyuki-yoshida-m
511,winner,Leonardo Vieira,athlete_leonardo-vieira-m
511,loser,Morris Clifoni,athlete_morris-clifoni-m
764,winner,Leonardo Vieira,athlete_leonardo-vieira-m
764,loser,Allan Teo,athlete_allan-teo-m
1163,winner,Leonardo Vieira,athlete_leonardo-vieira-m
1163,loser,T. Suzuki,athlete_t-suzuki-m
1165,winner,Leonardo Vieira,athlete_leonardo-vieira-m
1165,loser,Joey Gilbert,athlete_joey-gilbert-m
1167,winner,Leonardo Vieira,athlete_leonardo-vieira-m
1167,loser,Rob Di,athlete_rob-di-m
1679,winner,Leonardo Vieira,athlete_leonardo-vieira-m
1679,loser,T. Suzuki,athlete_t-suzuki-m
2235,winner,Leonardo Vieira,athlete_leonardo-vieira-m
2235,loser,D. Marinakis,athlete_d-marinakis-m
4996,winner,Leonardo Vieira,athlete_leonardo-vieira-m
4996,loser,Sotaro Yamada,athlete_sotaro-yamada-m
1179,winner,Marcelo Garcia,athlete_marcelo-garcia-m
1179,loser,Shinya Aoki,athlete_shinya-aoki-m
1662,winner,Marcelo Garcia,athlete_marcelo-garcia-m
1662,loser,Rolles Gracie,athlete_rolles-gracie-m
1690,winner,Marcelo Garcia,athlete_marcelo-garcia-m
1690,loser,Mike Fowler,athlete_mike-fowler-m
2244,winner,Marcelo Garcia,athlete_marcelo-garcia-m
2244,loser,Rodney Ellis,athlete_rodney-ellis-m
2298,winner,Marcelo Garcia,athlete_marcelo-garcia-m
2298,loser,Bruno Bastos,athlete_bruno-bastos-m
1719,winner,Marcio Cruz,athlete_marcio-cruz-m
1719,loser,Marcos Oliveira,athlete_marcos-oliveira-m
2272,winner,Marcio Cruz,athlete_marcio-cruz-m
2272,loser,Anthony Perosh,athlete_anthony-perosh-m
776,winner,Marcelo Garcia,athlete_marcelo-garcia-m
776,loser,Kiuma Kunioku,athlete_kiuma-kunioku-m
817,winner,Marcelo Garcia,athlete_marcelo-garcia-m
817,loser,Mike Van,athlete_mike-van-m
1230,winner,Marcelo Garcia,athlete_marcelo-garcia-m
1230,loser,Diego Sanchez,athlete_diego-sanchez-m
